,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Incomplete_Rides,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images,Booking_Date,Booking_Time,Booking_Month,Total_Revenue,Total_Bookings
13992,CNR1155712057,Canceled by Driver,CID301651,eBike,Bannerghatta Road,Bannerghatta Road,,1401,,0,,,#NAME?,2024-07-02,13:41:00,7,11148671,20407
13993,CNR5306087328,Success,CID909699,eBike,Frazer Town,Chamarajpet,No,215,UPI,35,5.0,4.3,#NAME?,2024-07-18,14:22:00,7,11148671,20407
13994,CNR1114779878,Success,CID590134,Prime SUV,Whitefield,Magadi Road,No,972,Cash,36,4.1,4.4,#NAME?,2024-07-12,11:53:00,7,11148671,20407
13995,CNR3062659206,Success,CID966808,Bike,Yelahanka,Hulimavu,No,354,Cash,36,4.0,4.4,#NAME?,2024-07-03,15:34:00,7,11148671,20407
13996,CNR1996135615,Success,CID671750,eBike,Shantinagar,Shivajinagar,Yes,267,Cash,40,4.5,4.1,#NAME?,2024-07-10,20:13:00,7,11148671,20407
13997,CNR9101171184,Canceled by Driver,CID573805,eBike,Hebbal,Banashankari,,146,,0,,,#NAME?,2024-07-25,21:46:00,7,11148671,20407
13998,CNR5663794436,Canceled by Driver,CID987216,Auto,Padmanabhanagar,Hebbal,,363,,0,,,#NAME?,2024-07-12,13:55:00,7,11148671,20407
13999,CNR2726264798,Success,CID154945,eBike,Marathahalli,Richmond Town,No,124,UPI,27,3.7,4.8,#NAME?,2024-07-14,01:41:00,7,11148671,20407
14000,CNR1679989255,Canceled by Driver,CID395558,Auto,Hebbal,Padmanabhanagar,,155,,0,,,#NAME?,2024-07-02,14:54:00,7,11148671,20407
14001,CNR7103312544,Success,CID219102,eBike,Basavanagudi,Koramangala,No,246,UPI,32,4.2,4.0,#NAME?,2024-07-03,08:34:00,7,11148671,20407
14002,CNR8459040218,Success,CID409383,eBike,BTM Layout,Ulsoor,No,777,Cash,27,4.5,4.8,#NAME?,2024-07-19,11:35:00,7,11148671,20407
14003,CNR1206932907,Success,CID343280,Bike,Bellandur,Whitefield,No,718,UPI,24,3.2,3.4,#NAME?,2024-07-22,22:16:00,7,11148671,20407
14004,CNR5754233529,Success,CID127624,Bike,Electronic City,Richmond Town,Yes,322,Cash,34,3.8,4.3,#NAME?,2024-07-08,01:28:00,7,11148671,20407
14005,CNR3263118077,Success,CID548839,Mini,Sahakar Nagar,Varthur,No,287,Cash,35,4.7,4.4,#NAME?,2024-07-26,19:26:00,7,11148671,20407
14006,CNR6474890209,Success,CID474463,Bike,KR Puram,Basavanagudi,No,566,UPI,36,3.2,4.7,#NAME?,2024-07-18,22:51:00,7,11148671,20407
14007,CNR1606936161,Success,CID269333,eBike,Marathahalli,KR Puram,No,263,Cash,13,3.8,4.6,#NAME?,2024-07-17,15:45:00,7,11148671,20407
14008,CNR8210176503,Canceled by Driver,CID448989,eBike,Hulimavu,Nagarbhavi,,138,,0,,,#NAME?,2024-07-30,06:00:00,7,11148671,20407
14009,CNR7589090231,Success,CID472743,Auto,Chamarajpet,Devanahalli,No,104,UPI,9,3.6,4.9,#NAME?,2024-07-25,13:00:00,7,11148671,20407
14010,CNR3405268347,Success,CID254140,Auto,Hennur,Varthur,No,2417,Cash,14,3.2,4.4,#NAME?,2024-07-14,16:45:00,7,11148671,20407
14011,CNR8801441740,Success,CID477927,Prime Plus,Jayanagar,Jayanagar,No,495,UPI,47,4.7,3.1,#NAME?,2024-07-28,23:16:00,7,11148671,20407
14012,CNR3980472283,Canceled by Driver,CID687770,Auto,Richmond Town,Rajajinagar,,202,,0,,,#NAME?,2024-07-08,23:18:00,7,11148671,20407
14013,CNR5567043757,Canceled by Customer,CID556929,eBike,BTM Layout,Padmanabhanagar,,788,,0,,,#NAME?,2024-07-11,06:15:00,7,11148671,20407
14014,CNR5087382824,Success,CID505576,Auto,Mysore Road,Shantinagar,No,2910,UPI,8,4.3,3.2,#NAME?,2024-07-22,05:53:00,7,11148671,20407
14015,CNR3835243117,Success,CID451770,eBike,Malleshwaram,Malleshwaram,No,2565,Cash,2,4.7,4.7,#NAME?,2024-07-13,09:47:00,7,11148671,20407
14016,CNR7045077628,Success,CID722323,Auto,Hebbal,JP Nagar,No,161,Cash,4,4.3,5.0,#NAME?,2024-07-01,19:53:00,7,11148671,20407
14017,CNR3660850619,Canceled by Customer,CID869797,eBike,BTM Layout,Whitefield,,182,,0,,,#NAME?,2024-07-02,16:39:00,7,11148671,20407
14018,CNR5887641504,Success,CID573369,Prime Plus,Cox Town,Vijayanagar,No,2119,Credit Card,36,4.2,4.6,#NAME?,2024-07-15,13:41:00,7,11148671,20407
14019,CNR9125868896,Success,CID643464,Mini,Kammanahalli,Jayanagar,No,760,Cash,1,3.2,3.9,#NAME?,2024-07-03,14:43:00,7,11148671,20407
14020,CNR2541665300,Success,CID933229,Prime SUV,Hennur,Kammanahalli,No,148,UPI,40,4.6,3.7,#NAME?,2024-07-18,01:45:00,7,11148671,20407
14021,CNR4536412679,Driver Not Found,CID396907,eBike,Hosur Road,Basavanagudi,,346,,0,,,#NAME?,2024-07-24,05:40:00,7,11148671,20407
14022,CNR9880129584,Success,CID109101,Prime Plus,Shantinagar,Vijayanagar,No,204,UPI,15,4.2,4.8,#NAME?,2024-07-07,23:26:00,7,11148671,20407
14023,CNR2451402730,Success,CID106609,eBike,Rajajinagar,Rajarajeshwari Nagar,No,135,Cash,46,3.0,3.7,#NAME?,2024-07-24,00:52:00,7,11148671,20407
14024,CNR3405643380,Canceled by Driver,CID613538,eBike,Basavanagudi,Shantinagar,,140,,0,,,#NAME?,2024-07-12,20:10:00,7,11148671,20407
14025,CNR7702254637,Canceled by Customer,CID810585,eBike,Kengeri,Electronic City,,190,,0,,,#NAME?,2024-07-05,22:26:00,7,11148671,20407
14026,CNR2772152391,Success,CID839735,eBike,Banashankari,Rajajinagar,No,734,Cash,29,3.1,3.6,#NAME?,2024-07-25,17:54:00,7,11148671,20407
14027,CNR8558951056,Canceled by Driver,CID620745,Prime Plus,Malleshwaram,Hulimavu,,204,,0,,,#NAME?,2024-07-25,03:07:00,7,11148671,20407
14028,CNR5431247132,Success,CID684457,Prime Sedan,BTM Layout,Frazer Town,No,253,Cash,30,4.1,3.1,#NAME?,2024-07-08,02:38:00,7,11148671,20407
14029,CNR2356035080,Success,CID355690,Bike,JP Nagar,Hebbal,No,498,Cash,7,4.6,3.1,#NAME?,2024-07-29,11:08:00,7,11148671,20407
14030,CNR1405455185,Canceled by Driver,CID574399,eBike,Sahakar Nagar,Ramamurthy Nagar,,1733,,0,,,#NAME?,2024-07-21,05:54:00,7,11148671,20407
14031,CNR7247362620,Canceled by Driver,CID230403,Prime Sedan,HSR Layout,Varthur,,134,,0,,,#NAME?,2024-07-09,05:23:00,7,11148671,20407
14032,CNR9428620493,Canceled by Driver,CID949605,eBike,Chamarajpet,Shantinagar,,429,,0,,,#NAME?,2024-07-23,03:13:00,7,11148671,20407
14033,CNR2290770896,Success,CID144594,eBike,Marathahalli,Rajajinagar,No,201,Cash,43,3.8,4.5,#NAME?,2024-07-02,02:04:00,7,11148671,20407
14034,CNR5311439877,Success,CID876711,Prime SUV,Indiranagar,Cox Town,No,132,Cash,49,3.4,4.9,#NAME?,2024-07-18,00:58:00,7,11148671,20407
14035,CNR2125783573,Success,CID765301,Prime Sedan,Mysore Road,Bannerghatta Road,No,195,Cash,30,3.3,3.0,#NAME?,2024-07-23,23:46:00,7,11148671,20407
14036,CNR7113755379,Canceled by Customer,CID151529,Auto,Majestic,Hennur,,218,,0,,,#NAME?,2024-07-15,00:00:00,7,11148671,20407
14037,CNR9692764056,Success,CID817362,Auto,Mysore Road,Ramamurthy Nagar,No,231,UPI,12,3.4,4.9,#NAME?,2024-07-19,19:14:00,7,11148671,20407
14038,CNR4838186668,Canceled by Customer,CID877735,eBike,Padmanabhanagar,Ramamurthy Nagar,,407,,0,,,#NAME?,2024-07-24,05:39:00,7,11148671,20407
14039,CNR8054731663,Canceled by Customer,CID153739,Prime Plus,JP Nagar,BTM Layout,,333,,0,,,#NAME?,2024-07-07,11:12:00,7,11148671,20407
14040,CNR8684750149,Driver Not Found,CID535247,Prime Plus,Electronic City,Ulsoor,,426,,0,,,#NAME?,2024-07-18,14:24:00,7,11148671,20407
14041,CNR3072646267,Canceled by Customer,CID378104,Auto,Magadi Road,JP Nagar,,389,,0,,,#NAME?,2024-07-17,14:38:00,7,11148671,20407
14042,CNR7314695897,Success,CID409544,Prime Plus,Indiranagar,Shivajinagar,No,325,Cash,16,3.3,3.0,#NAME?,2024-07-17,16:54:00,7,11148671,20407
14043,CNR2729322716,Success,CID179510,eBike,Yeshwanthpur,Kengeri,No,171,UPI,37,4.8,3.9,#NAME?,2024-07-14,04:01:00,7,11148671,20407
14044,CNR3377338340,Success,CID393332,Prime SUV,Kadugodi,Hosur Road,No,462,Cash,29,4.2,3.3,#NAME?,2024-07-05,08:19:00,7,11148671,20407
14045,CNR2601732473,Success,CID615666,eBike,Peenya,Magadi Road,No,2841,UPI,23,3.5,3.1,#NAME?,2024-07-02,18:56:00,7,11148671,20407
14046,CNR2562957478,Success,CID647088,Bike,Bellandur,Yelahanka,No,205,Cash,47,4.1,4.0,#NAME?,2024-07-20,19:40:00,7,11148671,20407
14047,CNR3427339011,Canceled by Driver,CID368523,Bike,Bannerghatta Road,Hosur Road,,121,,0,,,#NAME?,2024-07-10,14:34:00,7,11148671,20407
14048,CNR4569331104,Success,CID109069,Bike,KR Puram,Peenya,No,2210,Cash,1,3.3,4.3,#NAME?,2024-07-27,20:02:00,7,11148671,20407
14049,CNR1078447846,Success,CID328168,eBike,Shantinagar,Hennur,No,427,Cash,16,3.6,4.8,#NAME?,2024-07-06,06:02:00,7,11148671,20407
14050,CNR1421870273,Canceled by Driver,CID968760,Bike,Nagarbhavi,Bellandur,,285,,0,,,#NAME?,2024-07-09,23:45:00,7,11148671,20407
14051,CNR9050289709,Success,CID126952,Prime SUV,Banashankari,Jayanagar,No,549,UPI,49,4.7,4.9,#NAME?,2024-07-23,17:42:00,7,11148671,20407
14052,CNR4452930762,Success,CID362391,Prime SUV,Rajajinagar,Cox Town,No,173,Cash,40,4.7,3.2,#NAME?,2024-07-25,22:12:00,7,11148671,20407
14053,CNR9043766031,Success,CID142342,Prime SUV,Magadi Road,Yeshwanthpur,Yes,776,Cash,24,3.6,3.1,#NAME?,2024-07-10,20:13:00,7,11148671,20407
14054,CNR7993284522,Success,CID869546,Prime Sedan,Hebbal,Malleshwaram,No,294,UPI,28,3.4,3.4,#NAME?,2024-07-19,06:30:00,7,11148671,20407
14055,CNR5482580564,Driver Not Found,CID797562,Prime Plus,Basavanagudi,Padmanabhanagar,,1910,,0,,,#NAME?,2024-07-21,21:19:00,7,11148671,20407
14056,CNR8770906798,Success,CID562309,Prime Sedan,HSR Layout,Peenya,No,331,Cash,9,4.8,3.5,#NAME?,2024-07-10,18:54:00,7,11148671,20407
14057,CNR4666110663,Canceled by Driver,CID976474,Prime Sedan,Padmanabhanagar,Chickpet,,483,,0,,,#NAME?,2024-07-30,19:54:00,7,11148671,20407
14058,CNR9663323721,Success,CID745202,eBike,Bellandur,Varthur,No,715,Cash,49,3.3,4.1,#NAME?,2024-07-14,00:36:00,7,11148671,20407
14059,CNR1262499620,Success,CID337418,Bike,Langford Town,HSR Layout,No,489,Cash,35,3.7,4.2,#NAME?,2024-07-14,05:11:00,7,11148671,20407
14060,CNR4129057854,Success,CID298448,Prime Sedan,Yelahanka,Malleshwaram,No,292,Cash,39,3.9,4.9,#NAME?,2024-07-21,19:59:00,7,11148671,20407
14061,CNR1828235001,Success,CID908019,Prime Plus,Whitefield,Kengeri,No,184,UPI,49,4.8,3.2,#NAME?,2024-07-26,05:34:00,7,11148671,20407
14062,CNR7831092587,Canceled by Driver,CID943380,Auto,Kengeri,Koramangala,,354,,0,,,#NAME?,2024-07-14,05:56:00,7,11148671,20407
14063,CNR4687221489,Canceled by Driver,CID684653,eBike,Basavanagudi,Electronic City,,623,,0,,,#NAME?,2024-07-29,21:17:00,7,11148671,20407
14064,CNR9400386548,Success,CID528801,Mini,Rajajinagar,Padmanabhanagar,No,196,UPI,9,4.6,3.3,#NAME?,2024-07-09,17:57:00,7,11148671,20407
14065,CNR1037396401,Success,CID724293,Prime Sedan,Yeshwanthpur,Frazer Town,No,1541,UPI,18,3.4,3.2,#NAME?,2024-07-20,18:16:00,7,11148671,20407
14066,CNR3411241784,Canceled by Driver,CID136279,Bike,Kengeri,Kadugodi,,933,,0,,,#NAME?,2024-07-02,11:36:00,7,11148671,20407
14067,CNR5708734479,Driver Not Found,CID914016,Bike,MG Road,Mysore Road,,332,,0,,,#NAME?,2024-07-04,15:19:00,7,11148671,20407
14068,CNR5145950562,Success,CID311634,Prime Sedan,Mysore Road,Nagarbhavi,No,257,UPI,26,3.3,4.8,#NAME?,2024-07-10,05:14:00,7,11148671,20407
14069,CNR2064528236,Success,CID197662,Mini,Frazer Town,JP Nagar,No,274,Cash,46,4.0,3.7,#NAME?,2024-07-30,17:30:00,7,11148671,20407
14070,CNR6366325812,Canceled by Customer,CID873865,Prime Plus,RT Nagar,Frazer Town,,939,,0,,,#NAME?,2024-07-05,00:34:00,7,11148671,20407
14071,CNR5095156819,Success,CID524925,Mini,Tumkur Road,Mysore Road,No,558,Cash,14,3.2,3.4,#NAME?,2024-07-08,01:10:00,7,11148671,20407
14072,CNR4157708224,Success,CID482588,Mini,JP Nagar,Devanahalli,No,404,UPI,34,3.3,3.8,#NAME?,2024-07-15,01:27:00,7,11148671,20407
14073,CNR7234491466,Canceled by Driver,CID766446,Auto,BTM Layout,Malleshwaram,,279,,0,,,#NAME?,2024-07-26,09:16:00,7,11148671,20407
14074,CNR1862342491,Canceled by Driver,CID257525,Prime SUV,Cox Town,Peenya,,771,,0,,,#NAME?,2024-07-07,03:59:00,7,11148671,20407
14075,CNR4240688125,Success,CID913073,Mini,Langford Town,KR Puram,No,945,Cash,8,4.9,3.5,#NAME?,2024-07-28,07:46:00,7,11148671,20407
14076,CNR5888167692,Canceled by Driver,CID435980,Bike,HSR Layout,Mysore Road,,329,,0,,,#NAME?,2024-07-01,22:23:00,7,11148671,20407
14077,CNR8401058382,Driver Not Found,CID593865,Prime Plus,Langford Town,HSR Layout,,200,,0,,,#NAME?,2024-07-05,22:39:00,7,11148671,20407
14078,CNR3659791683,Canceled by Driver,CID893181,Prime Sedan,KR Puram,Vijayanagar,,360,,0,,,#NAME?,2024-07-19,17:20:00,7,11148671,20407
14079,CNR2076583564,Canceled by Customer,CID816429,Prime Sedan,Banashankari,Rajajinagar,,774,,0,,,#NAME?,2024-07-30,09:27:00,7,11148671,20407
14080,CNR7831761887,Success,CID380168,Bike,Richmond Town,Rajarajeshwari Nagar,Yes,158,Credit Card,28,3.7,3.9,#NAME?,2024-07-18,15:57:00,7,11148671,20407
14081,CNR6433230449,Success,CID914632,eBike,Shantinagar,Langford Town,No,978,UPI,47,4.1,3.5,#NAME?,2024-07-29,05:01:00,7,11148671,20407
14082,CNR2530816408,Success,CID100242,Prime SUV,Sahakar Nagar,Electronic City,No,115,UPI,13,4.3,4.8,#NAME?,2024-07-03,01:24:00,7,11148671,20407
14083,CNR4423166194,Driver Not Found,CID715069,Prime Sedan,Bellandur,Sarjapur Road,,197,,0,,,#NAME?,2024-07-12,20:04:00,7,11148671,20407
14084,CNR3225855149,Driver Not Found,CID191678,Bike,Richmond Town,MG Road,,334,,0,,,#NAME?,2024-07-25,06:25:00,7,11148671,20407
14085,CNR5129563123,Success,CID433281,Auto,Rajajinagar,Magadi Road,No,304,UPI,10,4.2,3.4,#NAME?,2024-07-29,21:46:00,7,11148671,20407
14086,CNR5963432429,Success,CID290767,Prime Sedan,Electronic City,Yeshwanthpur,No,148,Cash,6,3.3,3.8,#NAME?,2024-07-10,13:15:00,7,11148671,20407
14087,CNR5029415989,Success,CID940228,Auto,Rajarajeshwari Nagar,Mysore Road,No,426,UPI,10,3.4,4.5,#NAME?,2024-07-09,03:36:00,7,11148671,20407
14088,CNR6496836035,Success,CID925171,Bike,Bannerghatta Road,Jayanagar,No,458,UPI,6,3.4,4.2,#NAME?,2024-07-09,09:06:00,7,11148671,20407
14089,CNR6873279550,Success,CID165385,Prime Sedan,Ramamurthy Nagar,Basavanagudi,No,478,Cash,35,4.3,3.8,#NAME?,2024-07-29,22:08:00,7,11148671,20407
14090,CNR9226797970,Success,CID637934,Prime Plus,Devanahalli,Hosur Road,No,139,Cash,2,4.4,4.3,#NAME?,2024-07-19,22:54:00,7,11148671,20407
14091,CNR5599676678,Success,CID862918,Prime Plus,Langford Town,Jayanagar,No,476,Cash,1,3.0,3.3,#NAME?,2024-07-27,17:55:00,7,11148671,20407
14092,CNR7813143305,Success,CID706390,Prime Sedan,Yelahanka,Hosur Road,No,219,Cash,26,4.0,4.6,#NAME?,2024-07-22,19:46:00,7,11148671,20407
14093,CNR7505256218,Success,CID659633,Auto,Kammanahalli,Tumkur Road,No,825,Cash,9,3.7,3.4,#NAME?,2024-07-14,03:43:00,7,11148671,20407
14094,CNR8524524322,Success,CID114454,Prime Plus,Frazer Town,Jayanagar,No,360,UPI,30,4.6,3.3,#NAME?,2024-07-03,11:21:00,7,11148671,20407
14095,CNR8340826040,Success,CID279289,eBike,Chickpet,Yeshwanthpur,No,223,UPI,15,3.8,4.1,#NAME?,2024-07-14,19:46:00,7,11148671,20407
14096,CNR9233266171,Success,CID318545,Bike,Ulsoor,Malleshwaram,No,1376,UPI,45,3.6,4.9,#NAME?,2024-07-18,16:01:00,7,11148671,20407
14097,CNR4370050386,Canceled by Driver,CID730580,Auto,Shivajinagar,Magadi Road,,315,,0,,,#NAME?,2024-07-04,21:00:00,7,11148671,20407
14098,CNR6734628192,Canceled by Customer,CID730481,Prime Sedan,Vijayanagar,Sahakar Nagar,,266,,0,,,#NAME?,2024-07-17,08:00:00,7,11148671,20407
14099,CNR1161754227,Success,CID101698,eBike,Malleshwaram,Sahakar Nagar,No,806,UPI,39,3.2,3.3,#NAME?,2024-07-15,23:58:00,7,11148671,20407
14100,CNR7086554983,Driver Not Found,CID802443,Prime SUV,Sahakar Nagar,Hebbal,,141,,0,,,#NAME?,2024-07-08,17:38:00,7,11148671,20407
14101,CNR5274547932,Success,CID869402,eBike,Nagarbhavi,Frazer Town,No,1332,Cash,30,3.9,3.0,#NAME?,2024-07-02,15:26:00,7,11148671,20407
14102,CNR5624158697,Success,CID627598,Mini,Malleshwaram,Nagarbhavi,No,353,UPI,39,3.2,3.6,#NAME?,2024-07-04,03:29:00,7,11148671,20407
14103,CNR2501114788,Success,CID843648,Bike,RT Nagar,Indiranagar,No,125,Cash,17,3.5,4.1,#NAME?,2024-07-24,04:01:00,7,11148671,20407
14104,CNR9727587657,Canceled by Customer,CID373976,Prime Sedan,KR Puram,Malleshwaram,,297,,0,,,#NAME?,2024-07-16,03:56:00,7,11148671,20407
14105,CNR2842975395,Canceled by Driver,CID644514,Auto,Hulimavu,Indiranagar,,584,,0,,,#NAME?,2024-07-30,22:07:00,7,11148671,20407
14106,CNR3916330323,Success,CID948447,Mini,Electronic City,MG Road,No,1830,Cash,23,3.9,4.1,#NAME?,2024-07-01,23:31:00,7,11148671,20407
14107,CNR6580044796,Canceled by Customer,CID299094,Prime Sedan,Malleshwaram,Richmond Town,,438,,0,,,#NAME?,2024-07-12,06:14:00,7,11148671,20407
14108,CNR4601196615,Canceled by Driver,CID980392,eBike,Koramangala,Langford Town,,331,,0,,,#NAME?,2024-07-06,23:43:00,7,11148671,20407
14109,CNR6604813465,Success,CID694140,Bike,Banashankari,Frazer Town,No,449,Cash,11,3.7,3.3,#NAME?,2024-07-21,08:59:00,7,11148671,20407
14110,CNR7130623098,Success,CID653524,Bike,Indiranagar,Whitefield,Yes,226,Cash,21,5.0,4.0,#NAME?,2024-07-24,06:25:00,7,11148671,20407
14111,CNR8910131245,Canceled by Driver,CID856010,Prime Plus,Richmond Town,Shantinagar,,957,,0,,,#NAME?,2024-07-05,17:24:00,7,11148671,20407
14112,CNR3132780692,Success,CID313820,eBike,Cox Town,Nagarbhavi,No,609,UPI,19,3.6,3.5,#NAME?,2024-07-15,18:03:00,7,11148671,20407
14113,CNR4417806849,Success,CID556006,Prime Sedan,Whitefield,Jayanagar,No,148,Cash,8,3.9,3.9,#NAME?,2024-07-27,10:00:00,7,11148671,20407
14114,CNR9544310159,Success,CID460550,eBike,Ulsoor,Hebbal,No,834,Cash,14,4.1,4.3,#NAME?,2024-07-14,05:10:00,7,11148671,20407
14115,CNR7870918719,Canceled by Customer,CID946589,Auto,Rajajinagar,Kengeri,,275,,0,,,#NAME?,2024-07-22,15:44:00,7,11148671,20407
14116,CNR8434985113,Canceled by Driver,CID362408,Prime Sedan,Magadi Road,Hennur,,411,,0,,,#NAME?,2024-07-08,11:07:00,7,11148671,20407
14117,CNR7890244984,Success,CID403067,eBike,Mysore Road,Rajajinagar,No,375,UPI,14,3.3,3.1,#NAME?,2024-07-12,04:07:00,7,11148671,20407
14118,CNR2818143609,Canceled by Customer,CID658115,Prime SUV,Chickpet,Mysore Road,,469,,0,,,#NAME?,2024-07-22,22:27:00,7,11148671,20407
14119,CNR8376041495,Success,CID246333,Prime Sedan,Indiranagar,Electronic City,No,1281,Cash,19,4.9,3.3,#NAME?,2024-07-27,04:25:00,7,11148671,20407
14120,CNR9228633554,Success,CID190088,Prime SUV,Marathahalli,Rajajinagar,No,333,Cash,48,3.3,4.3,#NAME?,2024-07-18,02:01:00,7,11148671,20407
14121,CNR7500887764,Success,CID637869,Prime SUV,Rajajinagar,HSR Layout,No,290,Cash,24,4.4,4.8,#NAME?,2024-07-21,00:59:00,7,11148671,20407
14122,CNR3806718001,Driver Not Found,CID249552,eBike,Banashankari,RT Nagar,,137,,0,,,#NAME?,2024-07-15,12:35:00,7,11148671,20407
14123,CNR3921208667,Success,CID974165,Mini,Nagarbhavi,Hosur Road,No,846,Cash,16,4.8,3.7,#NAME?,2024-07-16,11:08:00,7,11148671,20407
14124,CNR1619601396,Success,CID321234,Prime SUV,Banashankari,Hennur,No,286,Cash,22,4.6,4.0,#NAME?,2024-07-01,17:32:00,7,11148671,20407
14125,CNR5827668350,Canceled by Driver,CID591668,Auto,Chickpet,Majestic,,2298,,0,,,#NAME?,2024-07-29,21:24:00,7,11148671,20407
14126,CNR1928132367,Canceled by Customer,CID605891,Bike,Yelahanka,Varthur,,127,,0,,,#NAME?,2024-07-14,19:32:00,7,11148671,20407
14127,CNR5950972993,Success,CID897815,eBike,BTM Layout,Chickpet,No,100,Cash,23,3.6,3.5,#NAME?,2024-07-26,01:27:00,7,11148671,20407
14128,CNR9008432628,Success,CID365646,Prime Sedan,Kammanahalli,Kammanahalli,No,514,UPI,27,3.7,4.5,#NAME?,2024-07-30,12:06:00,7,11148671,20407
14129,CNR9946373260,Success,CID830238,Prime Sedan,Bellandur,HSR Layout,No,152,Cash,2,4.9,4.2,#NAME?,2024-07-24,04:28:00,7,11148671,20407
14130,CNR7836259920,Success,CID682580,Auto,Frazer Town,Hosur Road,No,155,UPI,7,3.9,4.5,#NAME?,2024-07-03,10:36:00,7,11148671,20407
14131,CNR5601060338,Success,CID386090,Prime SUV,Hulimavu,Mysore Road,No,203,Cash,34,4.6,4.5,#NAME?,2024-07-06,16:45:00,7,11148671,20407
14132,CNR9480147020,Success,CID195557,Prime SUV,Cox Town,Marathahalli,No,384,Cash,37,4.7,4.6,#NAME?,2024-07-18,00:06:00,7,11148671,20407
14133,CNR6423312464,Success,CID714075,Prime SUV,Chamarajpet,Bannerghatta Road,No,274,Cash,21,3.8,4.3,#NAME?,2024-07-15,16:44:00,7,11148671,20407
14134,CNR1408609109,Canceled by Customer,CID815677,Mini,Padmanabhanagar,Hulimavu,,2044,,0,,,#NAME?,2024-07-13,01:43:00,7,11148671,20407
14135,CNR5891111087,Success,CID583471,Prime Plus,Rajarajeshwari Nagar,Yeshwanthpur,No,1713,UPI,46,4.5,4.7,#NAME?,2024-07-20,04:41:00,7,11148671,20407
14136,CNR3469349526,Driver Not Found,CID924214,Auto,Kengeri,Kadugodi,,431,,0,,,#NAME?,2024-07-01,07:48:00,7,11148671,20407
14137,CNR2309395274,Success,CID307099,Bike,Cox Town,Vijayanagar,Yes,445,Cash,40,3.0,4.7,#NAME?,2024-07-24,10:09:00,7,11148671,20407
14138,CNR9104977319,Success,CID119343,Prime Plus,Banashankari,Malleshwaram,No,377,Cash,41,3.2,3.8,#NAME?,2024-07-23,02:47:00,7,11148671,20407
14139,CNR8564108178,Success,CID991193,Prime Plus,Frazer Town,Sahakar Nagar,No,145,Cash,42,4.2,3.4,#NAME?,2024-07-22,09:24:00,7,11148671,20407
14140,CNR1734242596,Success,CID100279,Prime Plus,Hennur,Shantinagar,No,301,UPI,4,3.9,4.2,#NAME?,2024-07-23,19:27:00,7,11148671,20407
14141,CNR6498166154,Success,CID926503,Prime Sedan,Sarjapur Road,Electronic City,No,1411,Cash,39,3.3,3.8,#NAME?,2024-07-24,06:52:00,7,11148671,20407
14142,CNR4052076818,Canceled by Driver,CID976278,Prime SUV,Magadi Road,Electronic City,,221,,0,,,#NAME?,2024-07-29,02:26:00,7,11148671,20407
14143,CNR1958003478,Success,CID632587,Mini,Frazer Town,JP Nagar,No,1513,UPI,19,3.2,4.1,#NAME?,2024-07-26,13:20:00,7,11148671,20407
14144,CNR6111085973,Canceled by Driver,CID763040,Prime Plus,Nagarbhavi,Sarjapur Road,,100,,0,,,#NAME?,2024-07-11,16:03:00,7,11148671,20407
14145,CNR3367735585,Canceled by Customer,CID577097,Mini,Devanahalli,Banashankari,,253,,0,,,#NAME?,2024-07-28,00:56:00,7,11148671,20407
14146,CNR1946510399,Success,CID153547,Prime Sedan,KR Puram,Vijayanagar,No,485,Cash,13,3.4,3.1,#NAME?,2024-07-09,02:07:00,7,11148671,20407
14147,CNR5315882412,Success,CID281270,Prime SUV,KR Puram,Rajarajeshwari Nagar,No,261,UPI,37,4.6,3.9,#NAME?,2024-07-25,07:06:00,7,11148671,20407
14148,CNR6870750892,Success,CID107788,Auto,Banashankari,Chickpet,No,421,Credit Card,13,4.7,4.9,#NAME?,2024-07-13,18:06:00,7,11148671,20407
14149,CNR6906336589,Success,CID160272,Bike,Kadugodi,Nagarbhavi,No,2824,Cash,15,3.6,4.0,#NAME?,2024-07-30,00:03:00,7,11148671,20407
14150,CNR4039218572,Canceled by Driver,CID663253,Auto,RT Nagar,Mysore Road,,483,,0,,,#NAME?,2024-07-10,21:08:00,7,11148671,20407
14151,CNR9484962633,Success,CID314178,Prime Sedan,Hulimavu,Jayanagar,No,687,UPI,34,4.5,3.2,#NAME?,2024-07-01,04:05:00,7,11148671,20407
14152,CNR9361451240,Success,CID517065,Prime Sedan,Devanahalli,Peenya,No,256,Cash,38,3.6,4.6,#NAME?,2024-07-15,16:26:00,7,11148671,20407
14153,CNR4665890819,Success,CID254961,Prime Plus,Yeshwanthpur,Electronic City,No,377,Cash,11,4.8,3.1,#NAME?,2024-07-02,14:50:00,7,11148671,20407
14154,CNR3985000819,Success,CID531494,Prime SUV,Richmond Town,Rajarajeshwari Nagar,No,286,Cash,12,4.2,3.3,#NAME?,2024-07-03,11:33:00,7,11148671,20407
14155,CNR7404266047,Success,CID780462,Bike,Kammanahalli,Kadugodi,No,170,UPI,10,4.6,3.3,#NAME?,2024-07-06,08:54:00,7,11148671,20407
14156,CNR7141361011,Canceled by Customer,CID591258,Bike,Mysore Road,Hosur Road,,821,,0,,,#NAME?,2024-07-11,07:07:00,7,11148671,20407
